[2026-07-18T19:12:36.248Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-ZZ617W7TE6&gtm=45je67f0v9258376202za200zd9258376202&_p=1784401951169&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=139241851.1784401919&frm=0&ngs=1&pscdl=noapi&rcb=17&sr=1280x900&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.3.0&uaw=0&ul=en-us&_s=1&tag_exp=115938465~115938468~118395335~118897920~118897930~119724320&sid=1784401918&sct=1&seg=1&dl=https%3A%2F%2Faldara.com.mx%2Fadmin&dt=Aldara%20Bienes%20Ra%C3%ADces%20%E2%80%94%20Tu%20pr%C3%B3xima%20propiedad%20en%20Hermosillo&en=page_view&_ee=1&tfd=7382 → 204 (106ms, ?B)
[2026-07-18T19:12:54.716Z] GET https://aldara.com.mx/admin/perfil → pending (?ms, ?B)
[2026-07-18T19:12:55.793Z] POST https://www.googletagmanager.com/td?id=G-ZZ617W7TE6&v=3&t=t&pid=785676722&gtm=45je67f0v9258376202za200zd9258376202&seq=2&exp=115938465~115938468~118395335~118897920~118897930~119724320&dl=aldara.com.mx%2Fadmin&tdp=G-ZZ617W7TE6;258376202;0;0;0&mde=G-ZZ617W7TE6;16_1;61_1&fin=1&z=0 → pending (?ms, ?B)
[2026-07-18T19:12:55.793Z] GET https://www.googletagmanager.com/gtag/js?id=G-ZZ617W7TE6&is_td=1&v=3&t=t&pid=785676722&gtm=45je67f0v9258376202za200zd9258376202&seq=2&exp=115938465~115938468~118395335~118897920~118897930~119724320&dl=aldara.com.mx%2Fadmin&tdp=G-ZZ617W7TE6;258376202;0;0;0&mde=G-ZZ617W7TE6;16_1;61_1&fin=1&z=0 → pending (?ms, ?B)
[2026-07-18T19:12:55.793Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-ZZ617W7TE6&gtm=45je67f0v9258376202za200zd9258376202&_p=1784401951169&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=139241851.1784401919&frm=0&ngs=1&pscdl=noapi&rcb=17&sr=1280x900&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.3.0&uaw=0&ul=en-us&_s=2&tag_exp=115938465~115938468~118395335~118897920~118897930~119724320&sid=1784401918&sct=1&seg=1&dl=https%3A%2F%2Faldara.com.mx%2Fadmin&dt=Aldara%20Bienes%20Ra%C3%ADces%20%E2%80%94%20Tu%20pr%C3%B3xima%20propiedad%20en%20Hermosillo&en=user_engagement&_et=24521&tfd=26924 → pending (?ms, ?B)
[2026-07-18T19:12:55.794Z] POST https://www.google.com/g/collect?v=2&tid=G-ZZ617W7TE6&gtm=45je67f0v9258376202za200zd9258376202&_p=1784401951169&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=139241851.1784401919&frm=0&ngs=1&pscdl=noapi&rcb=17&sr=1280x900&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.3.0&uaw=0&ul=en-us&_s=2&tag_exp=115938465~115938468~118395335~118897920~118897930~119724320&sid=1784401918&sct=1&seg=1&dl=https%3A%2F%2Faldara.com.mx%2Fadmin&dt=Aldara%20Bienes%20Ra%C3%ADces%20%E2%80%94%20Tu%20pr%C3%B3xima%20propiedad%20en%20Hermosillo&en=user_engagement&_et=24521&tfd=26924&gaf=1 → pending (?ms, ?B)
[2026-07-18T19:12:55.794Z] GET https://www.googletagmanager.com/td?id=G-ZZ617W7TE6&v=3&t=t&pid=785676722&gtm=45je67f0v9258376202za200zd9258376202&seq=2&exp=115938465~115938468~118395335~118897920~118897930~119724320&dl=aldara.com.mx%2Fadmin&tdp=G-ZZ617W7TE6;258376202;0;0;0&mde=G-ZZ617W7TE6;16_1;61_1&fin=1&z=0&img=1 → pending (?ms, ?B)
[2026-07-18T19:12:55.814Z] GET https://aldara.com.mx/_next/static/media/7b89a4fd5e90ede0-s.p.woff2 → 200 (?ms, -571B)
[2026-07-18T19:12:55.814Z] GET https://aldara.com.mx/_next/static/media/98e207f02528a563-s.p.woff2 → 200 (?ms, -571B)
[2026-07-18T19:12:55.814Z] GET https://aldara.com.mx/_next/static/media/bd9b9909c3a641ff-s.p.woff2 → 200 (1ms, -571B)
